id,Requirement,Name of Doc,Req/Not Req
2327,"NPAC SMS shall, upon successful completion of a Block Create request, where the Block status is active, verify that 1000 individual TNs exist for the Block, with an LNP Type of either: (Previously SV-131) POOL, where the status is active, or LSPP/LISP, where the status is active/partial failure/disconnect pending.",npac.doc,Req
2328,NPAC SMS shall run the Block Create Validation Process within 24 hours of Block Creation where the Block status is active. (Previously SV-132),npac.doc,Req
2329,"NPAC SMS shall, upon finding any missing TNs with a status of Old without a Failed SP List, in the 1K Block, upon performing the Subscription Version Completion Check defined in RR5-96, log an information message, create a Subscription Version with LNP Type of POOL in the NPAC SMS using the routing data in the Block, and set the status to sending for the Subscription Version. (Previously SV-133)",npac.doc,Req
2330,"NPAC SMS shall, for any missing TNs in the 1K Block defined in RR5-98, broadcast the Subscription Version(s) with LNP Type of POOL, to all non-EDR Local SMSs, via the NPAC SMS to Local SMS Interface. (Previously SV-135)",npac.doc,Req
2331,"NPAC SMS shall update the status of the Block based on the results of the broadcast of the Subscription Versions to all non-EDR Local SMSs, or retries are exhausted, as defined in RR3-137.1, RR3-137.2, RR3-137.3, and RR3-137.4. (Previously SV-137)",npac.doc,Req
2332,"NPAC SMS shall update the Block Failed SP List of the Block based on the results of the broadcast of the Subscription Versions to all non-EDR Local SMSs, or retries are exhausted, as defined in RR3-138.1 and RR3-138.2. (Previously SV-139)",npac.doc,Req
2333,"NPAC SMS shall upon finding any missing TNs within the 1K Block during the Block Create Validation Process, log an information message, and continue processing. (Previously SV-140)",npac.doc,Req
2334,"NPAC SMS shall automatically apply the updates to the attributes of the individual subscription versions with LNP Type of POOL, with a status of active, for each TN within the 1K Block after successfully modifying a Number Pooling Block in the NPAC SMS. (Previously SV-230)",npac.doc,Req
2335,"NPAC SMS shall update the status of the individual subscription versions with LNP Type of POOL, with a status of active, for each TN within the 1K Block, upon the start of the broadcast of a Block Modification to the Local SMSs, from an active status to a sending status, after successfully modifying a Number Pooling Block in the NPAC SMS. (Previously SV-240)",npac.doc,Req
2336,"NPAC SMS shall update the status of each Subscription Version with LNP Type of POOL, with a status of active, for each TN in the 1K Block, upon completion of the broadcast, and a response from All EDR and non-EDR Local SMSs, or retries are exhausted, as defined in RR3-137.1 and RR3-137.3. (Previously SV-270)",npac.doc,Req
2337,"NPAC SMS shall update the Subscription Version Failed SP List with the discrepant Local SMS of the individual subscription version(s) with LNP Type of POOL, with a status of active, upon completion of the modification broadcast to All EDR and non-EDR Local SMSs, an unsuccessful response from at least one Local SMS, and a response from ALL EDR and non-EDR Local SMSs, or retries are exhausted, as defined in RR3-138.1 and RR3-138.2. (Previously SV-280)",npac.doc,Req
2338,"NPAC SMS shall, upon processing a valid request to delete an NPA-NXX-X, update the status of the Subscription Versions with LNP Type of POOL in the 1K Block, at the start of the broadcast to all EDR and non-EDR Local SMSs, from an active status to a sending status. (Previously SV-330)",npac.doc,Req
2339,"NPAC SMS shall, upon setting the Subscription Versions with LNP Type of POOL in the 1K Block status to sending, broadcast a delete of Subscription Versions with LNP Type of POOL in the 1K Block, to non-EDR LSMSs, via the NPAC SMS to Local SMS Interface. (Previously SV-335)",npac.doc,Req
2340,"NPAC SMS shall update the status of a particular Subscription Version with LNP Type of POOL for each TN in the 1K Block, upon completion of the broadcast, a response for the Block to all EDR Local SMSs and that particular Subscription Version to non-EDR Local SMSs, or retries are exhausted, as defined in RR3-137.1 and RR3-137.4. (Previously SV-350)",npac.doc,Req
2341,"NPAC SMS shall update the Subscription Version Failed SP List with the discrepant Local SMS of the individual subscription version(s) with LNP Type of POOL, upon completion of the deletion broadcast to All EDR and non-EDR Local SMSs, an unsuccessful response from at least one Local SMS, and a response from ALL EDR and non-EDR Local SMSs, or retries are exhausted, as defined in RR3-138.1 and RR3-138.2. (Previously SV-365)",npac.doc,Req
2342,"NPAC SMS shall ensure that upon completion of an NPA-NXX-X delete (de-pool), there are no Subscription Versions of LNP Type POOL, remaining in the 1K Block. (Previously SV-429)",npac.doc,Req
2343,"NPAC SMS shall filter out Subscription Versions with LNP Type of POOL for Bulk Data Download files of Subscription Version data, when the requesting Service Provider has an EDR Indicator set to TRUE. (Previously SV-521)",npac.doc,Req
2344,NPAC SMS Interoperable Interface shall be designed in terms of CMIP transactions in a manager-agent relationship.,npac.doc,Req
2345,"The SOA to NPAC SMS Interface and the NPAC SMS to Local SMS Interface shall be open, non-proprietary interfaces and will not become the property of any entity.",npac.doc,Req
2346,"Both the SOA to NPAC SMS and the NPAC SMS to Local SMS interfaces shall be available on a 24 by 7 basis, consistent with other availability requirements in this specification.",npac.doc,Req
2347,A 99.9 % reliability rate shall be maintained for both the SOA to NPAC SMS and NPAC SMS to Local SMS interfaces.,npac.doc,Req
2348,A transaction rate of 2 CMIP transactions (sustained) per second shall be supported by each SOA to NPAC SMS interface association.,npac.doc,Req
2349,NPAC SMS shall support a rate of 5.2 CMIP operations per second (peak) over a single SOA to NPAC SMS interface association.,npac.doc,Req
2350,A transaction rate of 25 TN downloads per second shall be supported by each NPAC SMS to Local SMS interface.,npac.doc,Req
2351,"NPAC SMS shall, given a transaction rate of 25 TN downloads per second and the assumptions concerning range activations expressed above, support a rate of 5.2 CMIP operations per second (sustainable for 5 minutes) over each NPAC SMS to Local SMS interface association.",npac.doc,Req
2352,"The interoperable interface model defining both the NPAC to Local SMS and the SOA to NPAC SMS shall be specified in terms of ISO 10165-4, ""Guideline for the Definition of Managed Objects (GDMO)”.",npac.doc,Req
2353,The interface specification shall be referred to as the “NPAC SMS Interoperable Interface Specification” (NPAC SMS IIS).,npac.doc,Req
2354,The interface specified shall be capable of extension to account for evolution of the interface requirements.,npac.doc,Req
2355,NPAC SMS shall acknowledge receiving a cancel pending request for a Subscription Version via the SOA to NPAC SMS Interface.,npac.doc,Req
2356,NPAC SMS shall acknowledge receiving a conflict resolution request for a Subscription Version via the SOA to NPAC SMS Interface.,npac.doc,Req
2357,NPAC SMS shall allow a specific Subscription Version to be placed into a deferred disconnect status by having the effective date in the future via the SOA to NPAC SMS Interface.,npac.doc,Req
2358,NPAC SMS shall notify a Service Provider of a request for a Subscription Version status to be changed to cancel via the SOA to NPAC SMS Interface.,npac.doc,Req
2359,NPAC SMS shall notify a Service Provider of a request for a Subscription Version status to be changed to conflict resolution via the SOA to NPAC SMS Interface.,npac.doc,Req
2360,NPAC SMS shall allow NPAC System Administrators to specify a tunable parameter value for the maximum number of download records.,npac.doc,Req
2361,NPAC SMS shall allow NPAC System Administrators to specify a tunable parameter value for the maximum time range for a download.,npac.doc,Req
2362,NPAC SMS shall constrain all queries on the NPAC SMS to Local SMS Interface to one NPA-NXX plus additional filter criteria.,npac.doc,Req
2363,"NPAC SMS shall, for a Subscription Version Resynchronization request, over the NPAC SMS to Local SMS Interface, only send subscription version that are not filtered on the Local SMS.",npac.doc,Req
2364,The NPAC SOA Low-tech Interface supports the request functionality of the SOA to NPAC SMS interface.,npac.doc,Req
2365,NPAC SMS shall provide an NPAC SOA Low-tech Interface.,npac.doc,Req
2366,"NPAC SMS shall support Create Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2367,"NPAC SMS shall support Cancel Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2368,"NPAC SMS shall support Modify Subscription Version requests via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2369,"NPAC SMS shall support query of Subscription Versions via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2370,"NPAC SMS shall support Activation of Subscription Versions via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2371,"NPAC SMS shall allow NPAC personnel and users of the SOA to NPAC SMS interface to request disconnection of a Subscription Version via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2372,"NPAC SMS shall support SOA to NPAC SMS audit requests for all, part or one Service Provider via the NPAC SOA Low-tech Interface.",npac.doc,Req
2373,"NPAC SMS shall allow NPAC Personnel and users of the SOA to NPAC SMS interface to request creation of a Number Pool Block via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2374,"NPAC SMS shall allow NPAC Personnel and users of the SOA to NPAC SMS interface to request modification of a Number Pool Block via a secure, NPAC SOA Low-tech Interface.",npac.doc,Req
2375,"NPAC SMS shall support, via a secure NPAC SOA Low-tech Interface, a method to view and locally capture notifications that have occurred for the service provider upon request.",npac.doc,Req
2376,NPAC SMS shall provide a SOA Retry Attempts tunable parameter which defines the number of times a message will be sent to a SOA which has not acknowledged receipt of the message.,npac.doc,Req
2377,"NPAC SMS shall provide a SOA Retry Interval tunable parameter, which defines the delay between sending a message to a SOA that has not acknowledged receipt of the message.",npac.doc,Req
2378,NPAC SMS shall allow the NPAC SMS Administrator to modify the SOA Retry Attempts tunable parameter.,npac.doc,Req
2379,NPAC SMS shall allow the NPAC SMS Administrator to modify the SOA Retry Interval tunable parameter.,npac.doc,Req
2380,NPAC SMS shall default the SOA Retry Attempts tunable parameter to 3 times.,npac.doc,Req
2381,NPAC SMS shall resend the message a SOA Retry Attempts tunable parameter number of times to a SOA that has not acknowledged the receipt of the message once the SOA Retry Interval tunable parameter expires.,npac.doc,Req
2382,NPAC SMS shall provide an LSMS Retry Attempts tunable parameter which defines the number of times a message will be sent to a Local SMS which has not acknowledged receipt of the message.,npac.doc,Req
2383,"NPAC SMS shall provide an LSMS Retry Interval tunable parameter, which defines the delay between sending a message to a Local SMS that has not acknowledged receipt of the message.",npac.doc,Req
2384,NPAC SMS shall allow the NPAC SMS Administrator to modify the LSMS Retry Attempts tunable parameter.,npac.doc,Req
2385,NPAC SMS shall allow the NPAC SMS Administrator to modify the LSMS Retry Interval tunable parameter.,npac.doc,Req
2386,NPAC SMS shall default the LSMS Retry Attempts tunable parameter to 3 times.,npac.doc,Req
2387,NPAC SMS shall default the LSMS Retry Interval tunable parameter to 2 minutes.,npac.doc,Req
2388,"NPAC SMS shall recover all notifications, failed or successful, in time sequence order when notification recovery is requested by the SOA or LSMS.",npac.doc,Req
2389,NPAC SMS shall use the Maximum Download Duration Tunable to limit the time range requested in a notification recovery request.,npac.doc,Req
2390,NPAC SMS shall support the recovery of notifications for the SOA and LSMS as independent requests.,npac.doc,Req
2391,NPAC SMS shall allow the SOA to only recover SOA notifications.,npac.doc,Req
2392,NPAC SMS shall allow the LSMS to only recover LSMS notifications.,npac.doc,Req
2393,NPAC SMS shall provide a mechanism that allows a SOA or LSMS to recover network data downloads that were missed during a broadcast to the SOA or LSMS.,npac.doc,Req
2394,NPAC SMS shall recover all network data download broadcasts in time sequence order when network data recovery is requested by the SOA or LSMS.,npac.doc,Req
2395,NPAC SMS shall use the Maximum Download Duration Tunable to limit the time range requested in a network data recovery request.,npac.doc,Req
2396,NPAC SMS shall support the recovery of network data for the SOA and LSMS as independent requests.,npac.doc,Req
2397,NPAC SMS shall allow the SOA to only recover network data downloads intended for the SOA.,npac.doc,Req
2398,NPAC SMS shall allow the LSMS to only recover network data downloads intended for the LSMS.,npac.doc,Req
2399,NPAC SMS shall support the following network data download criteria:,npac.doc,Req
2400,"NPAC SMS shall process a Service Provider request to download Network data over the NPAC SMS to Local SMS Interface, when a Service Provider establishes an association with the resynchronization flag set to TRUE, and the download of NPA-NXX-X (or ALL) is TRUE, and shall send the NPA-NXX-X portion of the Network data when the Service Provider's NPAC Customer LSMS NPA-NXX-X Indicator is set to TRUE. (Previously N-380)",npac.doc,Req
2401,"NPAC SMS shall process a Service Provider request to download Network data over the NPAC SMS to Local SMS Interface, when a Service Provider establishes an association with the resynchronization flag set to TRUE, and the download of NPA-NXX-X (or ALL) is TRUE, and shall suppress the NPA-NXX-X portion of the Network data when the Service Provider's NPAC Customer LSMS NPA-NXX-X Indicator is set to FALSE. (Previously N-390)",npac.doc,Req
2402,"NPAC SMS shall queue up a single instance of all messages to the Local SMS, via the NPAC SMS to Local SMS Interface, when a Service Provider establishes an association with the NPAC SMS and where the resynchronization flag is set to TRUE. (Previously N-392)",npac.doc,Req
2403,"NPAC SMS shall send queued up messages to the Local SMS, via the NPAC SMS to Local SMS Interface, when a Service Provider has sent a message to the NPAC SMS that resynchronization has been completed. (Previously N-394)",npac.doc,Req
2404,NPAC SMS shall apply NPA-NXX Filters to NPA-NXX-X resynchronization to the Local SMS(s) via the NPAC SMS to Local SMS Interface. (Previously N-400),npac.doc,Req
2405,"NPAC SMS shall process a Service Provider request to download Network data over the SOA to NPAC SMS Interface, when a Service Provider establishes an association with the resynchronization flag set to TRUE, and the download of NPA-NXX-X (or ALL) is TRUE, and shall send the NPA-NXX-X portion of the Network data when the Service Provider's NPAC Customer SOA NPA-NXX-X Indicator is set to TRUE. (Previously N-410)",npac.doc,Req
2406,"NPAC SMS shall process a Service Provider request to download Network data over the SOA to NPAC SMS Interface, when a Service Provider establishes an association with the resynchronization flag set to TRUE, and the download of NPA-NXX-X (or ALL) is TRUE, and shall suppress the NPA-NXX-X portion of the Network data when the Service Provider's NPAC Customer SOA NPA-NXX-X Indicator is set to FALSE. (Previously N-420)",npac.doc,Req
2407,"NPAC SMS shall queue up a single instance of all messages to the SOA, via the SOA to NPAC SMS Interface, when a Service Provider establishes an association with the NPAC SMS and where the resynchronization flag is set to TRUE. (Previously N-430)",npac.doc,Req
2408,"NPAC SMS shall send queued up messages to the SOA, via the SOA to NPAC SMS Interface, when a Service Provider has sent a message to the NPAC SMS that resynchronization has been completed. (Previously N-440)",npac.doc,Req
2409,NPAC SMS shall apply NPA-NXX Filters to NPA-NXX-X resynchronization to the SOA(s) via the SOA to NPAC SMS Interface. (Previously N-450),npac.doc,Req
2410,NPAC SMS shall provide a mechanism that allows an LSMS to recover subscription data downloads that were missed during a broadcast to the LSMS.,npac.doc,Req
2411,NPAC SMS shall recover subscription data download broadcasts in time sequence order when subscription data recovery is requested by the LSMS.,npac.doc,Req
2412,NPAC SMS shall use the Maximum Download Duration Tunable to limit the time range requested in a subscription data recovery request.,npac.doc,Req
2413,NPAC SMS shall require an LSMS to specify one of the following choices in a subscription data recovery request:,npac.doc,Req
2414,"NPAC SMS shall exclude Subscription Versions with a status of failed, when subscription data recovery is requested by the LSMS.",npac.doc,Req
2415,NPAC SMS shall use the Subscription Version’s Broadcast Timestamp value to determine if an SV falls within the requested time range for a subscription data recovery request.,npac.doc,Req
2416,"NPAC SMS shall remove a Service Provider from the Failed SP List of an SV, upon successful recovery of the subscription data.",npac.doc,Req
2417,"NPAC SMS shall send, to the Old and New Service Providers, the status and a list of all Local SMSs that currently exist on the Failed SP List of an SV, upon successful recovery of the subscription data, with the exception of modify active or disconnect requests.",npac.doc,Req
2418,"NPAC SMS shall send, to the New Service Provider only, the status and a list of all Local SMSs that currently exist on the Failed SP List of an SV, upon successful recovery of the subscription data, specific to modify active or disconnect requests.",npac.doc,Req
2419,"NPAC SMS shall process a Service Provider request to download Block data over the NPAC SMS to Local SMS Interface, when a Service Provider establishes an association with the resynchronization flag set to TRUE, and requests Block data based on criteria sent to the NPAC SMS upon association. (Previously B-690)",npac.doc,Req
2420,"NPAC SMS shall accept criteria for Block data, of either Time Range in GMT or Block Range entry fields, where the Time Range in GMT includes the starting time in GMT and ending time in GMT based on the Activation Start Timestamp/Disconnect Broadcast Timestamp/Modify Broadcast Timestamp, and the Block Range includes the starting Block and ending Block. (Previously B-691)",npac.doc,Req
2421,"NPAC SMS shall use the existing Subscription Version tunables for Maximum Download Duration and Maximum Number of Download Records, as defined in the Functional Requirements Specification’ s Appendix C, for Blocks that can be resynchronized by a Local SMS. (Previously B-695)",npac.doc,Req
2422,"NPAC SMS shall reject a resynchronization request, if the criteria of either Time Range or Block Range, exceeds the current values of the Maximum Download Duration or Maximum Number of Download Records tunables. (Previously B-698)",npac.doc,Req
2423,"NPAC SMS shall queue up a single instance of all messages to the Local SMS, via the NPAC SMS to Local SMS Interface, when a Service Provider establishes an association with the NPAC SMS and where the resynchronization flag is set to TRUE. (Previously B-700)",npac.doc,Req
2424,"NPAC SMS shall send, queued up messages to the Local SMS, via the NPAC SMS to Local SMS Interface, when a Service Provider has sent a message to the NPAC SMS that resynchronization has been completed. (Previously B-710)",npac.doc,Req
2425,"NPAC SMS shall apply NPA-NXX Filters to Block resynchronization to the Local SMS(s), via the NPAC SMS to Local SMS Interface. (Previously B-720)",npac.doc,Req
2426,"NPAC SMS shall update the Block Failed SP List and Subscription Version Failed SP List, by removing the resyncing Local SMS, upon a successful response to a resynchronization request to a previously failed EDR Local SMS, as defined in RR3-138.1 and RR3-138.2. (Previously B-730)",npac.doc,Req
2427,"NPAC SMS shall update the status of the Block, specified in the resynchronization request for a Block Creation, Modification, or Deletion, at the completion of the resynchronization to the Local SMS, as defined in RR3-137.1, RR3-137.2, RR3-137.3, and RR3-137.4. (Previously B-740)",npac.doc,Req
2428,"NPAC SMS shall filter out Subscription Versions with LNP Type of POOL for Resynchronization of Subscription Version data, when the resyncing Service Provider has an EDR Indicator set to TRUE. (Previously SV-522)",npac.doc,Req
2429,"NPAC SMS shall examine a Service Provider's EDR Indicator, at the time of resync, to determine the message to resync, for a disconnect or a Port-To-Original Subscription Version of a ported pooled TN, where the TN is contained within a Pooled 1K Block. (Previously SV-530)",npac.doc,Req
2430,"NPAC SMS shall, for a resync of a disconnect Subscription Version of a ported pooled TN, where the TN is contained within a Pooled 1K Block, allow the EDR Local SMS to recover the Delete request of the Subscription Version that was active prior to the disconnect broadcast, regardless of it’s status, to an EDR Local SMS. (Previously SV-540)",npac.doc,Req
2431,"NPAC SMS shall, for a resync of a disconnect Subscription Version of a ported pooled TN, where the TN is contained within a Pooled 1K Block, allow the non-EDR Local SMS to recover the Create request of the Subscription Version that was created to restore default routing, regardless of it’s status, and regardless of the status of the Subscription Version that was active prior to the disconnect broadcast, to a non-EDR Local SMS. (Previously SV-550)",npac.doc,Req
2432,"NPAC SMS shall, for a resync of a Port-To-Original Subscription Version of a ported pooled TN, where the TN is contained within a Pooled 1K Block, allow the EDR Local SMS to recover the Delete request of the Subscription Version that was active prior to the Port-To-Original broadcast, regardless of it’s status, and regardless of the status of the Subscription Version that is used to generate the Port-To-Original request to the NPAC SMS, to an EDR Local SMS. (Previously SV-560)",npac.doc,Req
2433,"NPAC SMS shall, for a resync of a Port-To-Original Subscription Version of a ported pooled TN, where the TN is contained within a Pooled 1K Block, allow the non-EDR Local SMS to recover the Create request of the Subscription Version that was created to restore default routing, and shall NOT allow the non-EDR Local SMS to recover the Delete request of the Subscription Version that was active prior to the Port-To-Original broadcast, regardless of it’s status, regardless of the status of the Subscription Version that is used to generate the Port-To-Original request to the NPAC SMS, and regardless of the status of the Subscription Version that was created to restore default routing, to a non-EDR Local SMS. (Previously SV-570)",npac.doc,Req
2434,"The NPAC will accept only authorized NPAC customers through interface connections, and among NPAC customers, the NPAC will make appropriate limitations on their actions (for example, letting only old or new Service Providers view a pending record). The NPAC will only accept authorized customer user IDs. However, the NPAC will make no distinction among an NPAC customer’s employees; the NPAC customer and their systems must control individual NPAC customer employee actions.",npac.doc,Req
2435,"A user identification is a unique, auditable representation of the user's identity within the system. The NPAC SMS requires all system users, both individuals and remote machines, to be uniquely identified to support individual accountability over the NPAC Administrative and NPAC SOA Low-tech Interfaces.",npac.doc,Req
2436,NPAC SMS shall require unique user identification codes (userids) to identify all NPAC and Service Provider personnel.,npac.doc,Req
2437,NPAC SMS shall require NPAC and Service Provider personnel to identify themselves with their assigned userId before performing any actions.,npac.doc,Req
2438,NPAC SMS shall maintain internally the identity of all NPAC and Service Provider personnel logged on to the NPAC SMS.,npac.doc,Req
2439,NPAC SMS shall have for every process running an associated userId of the invoking user (or the userId associated with the invoking process).,npac.doc,Req
2440,NPAC SMS shall disable userids after a period of time during which the userId has not been used.,npac.doc,Req
2441,NPAC SMS shall provide an Unused Userid Disable Period tunable parameter which is defined as the number of days for which the userId has not been used.,npac.doc,Req
2442,NPAC SMS shall allow the NPAC SMS administrator to modify the Unused Userid Disable Period tunable parameter time period.,npac.doc,Req
2443,NPAC SMS shall default the Unused Userid Disable Period tunable parameter to 60 days.,npac.doc,Req
2444,NPAC SMS shall provide a complementary mechanism or procedure for the re‑instatement disabled userids.,npac.doc,Req
2445,NPAC SMS shall provide a procedure for the deletion of userids.,npac.doc,Req
2446,NPAC SMS shall support the temporary disabling of userids.,npac.doc,Req
2447,NPAC SMS shall provide an option for automatic reactivation of disabled userids.,npac.doc,Req
2448,NPAC SMS shall control and limit simultaneous active usage of the same userids by allowing only one active login.,npac.doc,Req
2449,"NPAC SMS shall present the NPAC or Service Provider personnel with an option of disconnecting the first login and continuing the second login or terminating the second login, when a second login is entered.",npac.doc,Req
2450,"The identity of all NPAC SMS system users, both individuals and remote machines, must be verified or authenticated to enter the system, and to access restricted data or transactions over the NPAC Administrative and NPAC SOA Low-Tech Interfaces.",npac.doc,Req
2451,NPAC SMS shall authenticate the identity of all NPAC and Service Provider users of the NPAC Administrative and NPAC SOA Low-tech Interfaces prior to their initially gaining access to NPAC SMS.,npac.doc,Req
2452,NPAC SMS shall protect all internal storage of authentication data so that it can only be accessed by an NPAC Security Administrator user.,npac.doc,Req
2453,NPAC SMS shall require a single password entry for each userId.,npac.doc,Req
2454,NPAC SMS shall allow a user to define a password that is already associated with another userId.,npac.doc,Req
2455,NPAC SMS shall store passwords in a one‑way encrypted form.,npac.doc,Req
2456,NPAC SMS shall only allow access to encrypted passwords by authorized users.,npac.doc,Req
2457,NPAC SMS shall automatically suppress or fully blot out the clear‑text representation of the password on the data entry device.,npac.doc,Req
2458,NPAC SMS shall ensure that passwords sent over public or external shared data networks are encrypted.,npac.doc,Req
2459,NPAC SMS shall require non-null passwords.,npac.doc,Req
2460,NPAC SMS shall provide a mechanism to allow passwords to be user‑changeable. This mechanism shall require re‑authentication of the user identity.,npac.doc,Req
2461,The NPAC SMS shall have a mechanism to reset passwords.,npac.doc,Req
2462,NPAC SMS shall enforce password aging.,npac.doc,Req
2463,NPAC SMS shall default the system password aging to 90 days.,npac.doc,Req
2464,NPAC SMS shall notify users a NPAC‑specifiable period of time prior to their password expiring. The system supplied default shall be seven days.,npac.doc,Req
2465,NPAC SMS shall default the password expiration notification time period to seven days,npac.doc,Req
2466,NPAC SMS shall require any user whose password has expired to enter a new password before allowing that user access to the system.,npac.doc,Req
2467,NPAC SMS shall ensure that a password can not be reused by the same individual for specifiable period of time.,npac.doc,Req
2468,NPAC SMS shall default the time period in which a password can not be reused to six months.,npac.doc,Req
2469,Passwords shall contain a combination of at least six case-sensitive alphanumeric characters including at least one alphabetic and one numeric or punctuation character.,npac.doc,Req
2470,NPAC SMS shall ensure that passwords do not contain the associated userId.,npac.doc,Req
2471,NPAC SMS shall provide a password generator.,npac.doc,Req
2472,"NPAC SMS shall ensure that generated passwords are ""reasonably"" resistant to brute‑force password guessing attacks.",npac.doc,Req
2473,NPAC SMS shall ensure that the generated sequence of passwords have the property of randomness.,npac.doc,Req
2474,NPAC SMS shall allow access to authorized individual users.,npac.doc,Req
2475,NPAC SMS shall allow access to authorized remote systems.,npac.doc,Req
2476,NPAC SMS shall provide a facility for the initial entry of authorized user and associated authentication information.,npac.doc,Req
2477,NPAC SMS shall provide a facility for the modification of authorized user and associated authentication information.,npac.doc,Req
2478,"NPAC SMS's login procedure shall be able to be reliably initiated by the user, i.e., a trusted communications path should exist between NPAC SMS and the user during the login procedure.",npac.doc,Req
2479,NPAC SMS shall disconnect end users after a period of non‑use.,npac.doc,Req
2480,NPAC SMS shall default the Non-use Disconnect tunable parameter to 60 minutes.,npac.doc,Req
2481,NPAC SMS shall exit and end the session if the user authentication procedure is incorrectly performed a specifiable number of times.,npac.doc,Req
2482,NPAC SMS shall default the number of allowable incorrect login attempts to 3.,npac.doc,Req
2483,NPAC SMS shall provide a mechanism to immediately notify the NPAC SMS system administrator when the threshold in R7-33.1 is exceeded.,npac.doc,Req
2484,NPAC SMS shall restart the login process when the threshold in R7-33.1 has been exceeded and a specified interval of time has passed.,npac.doc,Req
2485,NPAC SMS shall default the time interval to restart the login process to 60 seconds.,npac.doc,Req
2486,NPAC SMS shall not suspend the userId upon exceeding the threshold in R7-33.1.,npac.doc,Req
2487,NPAC SMS shall perform the entire user authentication procedure even if the userId that was entered was not valid.,npac.doc,Req
2488,"NPAC SMS shall only provide error feedback of ""invalid"".",npac.doc,Req
2489,"NPAC SMS shall provide a mechanism to restrict user login based on time-of-day, day‑of‑week, and calendar date.",npac.doc,Req
2490,NPAC SMS shall provide a mechanism to restrict user login based on method of entry.,npac.doc,Req
2491,NPAC SMS shall provide a mechanism to restrict user login based on user system location.,npac.doc,Req
2492,NPAC SMS shall provide a mechanism to limit the users authorized to access the system via dial‑up facilities.,npac.doc,Req
2493,NPAC SMS shall provide a mechanism to limit system entry for privileged NPAC SMS users on a specifiable network access.,npac.doc,Req
2494,NPAC SMS shall provide a mechanism to limit system entry for privileged NPAC SMS users on a specifiable per‑port basis.,npac.doc,Req
2495,NPAC SMS shall provide a strong authentication mechanism for network access.,npac.doc,Req
2496,NPAC SMS shall use authentication of public encryption keys for users accessing the NPAC SMS over the Internet.,npac.doc,Req
2497,NPAC SMS shall use smart cards to authenticate users accessing the NPAC SMS via dial-up.,npac.doc,Req
2498,NPAC SMS shall provide a mechanism to end the session through secure logoff procedures.,npac.doc,Req
2499,"NPAC SMS shall ensure that the message is NPAC SMS‑specifiable to meet their own requirements, and any applicable laws.",npac.doc,Req
2500,NPAC SMS shall be able to display an advisory warning message of up to 20 lines in length prior to login.,npac.doc,Req
2501,NPAC SMS shall default the pre-login advisory warning message to the following:,npac.doc,Req
2502,NPAC SMS shall display the date and time of the user's last successful system access upon successful login.,npac.doc,Req
2503,"NPAC SMS shall display the number of unsuccessful attempts by that userId to access the system, since the last successful access by that userId upon successful login.",npac.doc,Req
2504,NPAC SMS shall only allow the NPAC Security Administrator to authorize users.,npac.doc,Req
2505,NPAC SMS shall only allow the NPAC Security Administrator to revoke users.,npac.doc,Req
2506,NPAC SMS shall provide security documentation that defines and describes procedures for adding users.,npac.doc,Req
2507,NPAC SMS shall provide security documentation that defines and describes procedures for deleting users.,npac.doc,Req
2508,NPAC SMS shall allow only authorized users to access the data that is part of or controlled by the SMS system.,npac.doc,Req
2509,NPAC SMS shall protect service provider data from access by unauthorized users.,npac.doc,Req
2510,NPAC SMS shall ensure that only NPAC system administrators can access the software files that constitute the NPAC SMS.,npac.doc,Req
2511,NPAC SMS shall ensure that only authorized users can access the transactions that constitute the NPAC SMS.,npac.doc,Req
2512,NPAC SMS shall ensure that only authorized NPAC Administrative and NPAC SOA Low-tech Interfaces users can access the data generated by the transactions that constitutes the SMS.,npac.doc,Req
2513,"NPAC SMS shall ensure that the executable and loadable software is access controlled for overwrite and update, as well as execution rights.",npac.doc,Req
2514,NPAC SMS shall ensure that control of access to resources is based on authenticated user identification.,npac.doc,Req
2515,NPAC SMS shall ensure that userId and password is used as a primary access control for direct login and system ID is used for primary access control to the SOA to NPAC SMS interface and the NPAC SMS to Local SMS interface.,npac.doc,Req
2516,"NPAC SMS shall ensure that for software resources controlled by NPAC SMS, it must be possible to grant access rights to a single user or a group of users.",npac.doc,Req
2517,"NPAC SMS shall ensure that for software resources controlled by NPAC SMS, it must be possible to deny access rights to a single user or a group of users.",npac.doc,Req
2518,NPAC SMS shall allow only NPAC personnel to modify access rights to a resource.,npac.doc,Req
2519,NPAC SMS shall provide a mechanism to remove access rights to all software resources for a user or a group of users.,npac.doc,Req
2520,NPAC SMS shall identify the originator of any accessible system resources.,npac.doc,Req
2521,NPAC SMS shall be able to identify the originator of any information received across communication channels.,npac.doc,Req
2522,NPAC SMS NMS shall use SNMP to monitor the system resources.,npac.doc,Req
2523,NPAC SMS NMS shall use SNMP to detect error conditions.,npac.doc,Req
2524,NPAC SMS NMS shall use SNMP to detect communication errors.,npac.doc,Req
